Quarter,Year,Data,CCG_Code,AT_CODE,Region_Code,Patient_Type,Band_1,Band_2,Band_3,Urgent_Occasional,Free___Arrest_of_Bleeding,Free___Bridge_Repairs,Free___Denture_Repair,Free___Prescription_Issue,Free___Removal_of_sutures,Total
Q1,2013/2014,Provisional,04G,Q58,Y55,Non-Paying Adult,8958,24576,29832,3450,0,2.4,66,0,2,66886.4
Q1,2013/2014,Provisional,04G,Q58,Y55,Paying Adult,35749,56313,30600,6426,1.2,22.8,411,0,19,129542
Q1,2013/2014,Provisional,04H,Q55,Y55,Child,4001,4335,276,224.4,0,0,0,0,0,8836.4
Q1,2013/2014,Provisional,04H,Q55,Y55,Non-Paying Adult,1479,3456,4032,429.6,0,1.2,22,0,0,9419.8
Q1,2013/2014,Provisional,04H,Q55,Y55,Paying Adult,6921,9090,5424,1000.8,1.2,2.4,99,0,4,22542.4
Q1,2013/2014,Provisional,04J,Q55,Y55,Child,10933,11031,828,794.4,0,0,0,0,0,23586.4
Q1,2013/2014,Provisional,04J,Q55,Y55,Non-Paying Adult,4787,10668,10416,2374.8,0,2.4,64,0,2,28314.2
Q1,2013/2014,Provisional,04J,Q55,Y55,Paying Adult,19851,25821,14232,4416,1.2,14.4,261,0,5,64601.6
Q1,2013/2014,Provisional,04K,Q55,Y55,Child,10877,13866,1188,1149.6,0,0,0,0,0,27080.6
Q1,2013/2014,Provisional,04K,Q55,Y55,Non-Paying Adult,6723,25455,33084,4309.2,0,1.2,62,0,5,69639.4
Q1,2013/2014,Provisional,04K,Q55,Y55,Paying Adult,13729,24957,13932,2772,0,1.2,131,0,4,55526.2
Q1,2013/2014,Provisional,04L,Q55,Y55,Child,6622,7011,720,421.2,0,0,0,0,0,14774.2
Q1,2013/2014,Provisional,04L,Q55,Y55,Non-Paying Adult,3413,8079,9180,1251.6,0,0,28,0,1,21952.6
Q1,2013/2014,Provisional,04L,Q55,Y55,Paying Adult,13918,17415,10428,2235.6,0,0,103,0,6,44105.6
Q1,2013/2014,Provisional,04M,Q55,Y55,Child,3670,4374,552,202.8,0,0,0,0,0,8798.8
Q1,2013/2014,Provisional,04M,Q55,Y55,Non-Paying Adult,1676,5232,5328,600,0,2.4,15,0,0,12853.4
Q1,2013/2014,Provisional,04M,Q55,Y55,Paying Adult,6993,10911,5508,854.4,0,38.4,59,0,3,24366.8
Q1,2013/2014,Provisional,04N,Q55,Y55,Child,4676,2916,192,175.2,0,0,0,0,0,7959.2
Q1,2013/2014,Provisional,04N,Q55,Y55,Non-Paying Adult,1580,2664,3000,297.6,0,0,6,0,0,7547.6
Q1,2013/2014,Provisional,04N,Q55,Y55,Paying Adult,6352,7233,4644,643.2,0,0,43,0,0,18915.2
Q1,2013/2014,Provisional,04Q,Q59,Y55,Child,4451,4584,336,194.4,0,0,0,0,0,9565.4
Q1,2013/2014,Provisional,04Q,Q59,Y55,Non-Paying Adult,1510,4755,3456,471.6,0,0,12,0,0,10204.6
Q1,2013/2014,Provisional,04Q,Q59,Y55,Paying Adult,7249,10650,4728,916.8,1.2,1.2,151,0,1,23698.2
Q1,2013/2014,Provisional,04R,Q55,Y55,Child,17709,16131,1200,976.8,0,0,0,0,0,36016.8
Q1,2013/2014,Provisional,04R,Q55,Y55,Non-Paying Adult,7263,19101,19860,2516.4,0,0,66,0,1,48807.4
Q1,2013/2014,Provisional,04R,Q55,Y55,Paying Adult,28231,36612,17640,3729.6,2.4,6,213,0,4,86438
Q1,2013/2014,Provisional,04V,Q59,Y55,Child,15183,11448,912,781.2,1.2,0,3,0,1,28329.4
Q1,2013/2014,Provisional,04V,Q59,Y55,Non-Paying Adult,5694,12081,12192,1496.4,0,0,51,0,0,31514.4
Q1,2013/2014,Provisional,04V,Q59,Y55,Paying Adult,26166,33111,17820,2851.2,2.4,9.6,336,0,4,80300.2
Q1,2013/2014,Provisional,04X,Q54,Y55,Child,7152,10743,936,579.6,0,0,0,0,0,19410.6
Q1,2013/2014,Provisional,04X,Q54,Y55,Non-Paying Adult,4439,15192,26916,2319.6,0,1.2,63,0.75,1,48932.55
Q1,2013/2014,Provisional,04X,Q54,Y55,Paying Adult,11515,17448,12000,1591.2,0,0,141,0,2,42697.2
Q1,2013/2014,Provisional,04Y,Q60,Y55,Child,4097,3537,576,162,0,0,0,0,0,8372
Q1,2013/2014,Provisional,04Y,Q60,Y55,Non-Paying Adult,1498,4944,7500,508.8,0,1.2,21,0,1,14474
Q1,2013/2014,Provisional,04Y,Q60,Y55,Paying Adult,6925,11400,8148,822,0,10.8,140,0,4,27449.8
Q1,2013/2014,Provisional,05A,Q53,Y55,Child,13860,14637,2100,447.6,0,1.2,0,0,0,31045.8
Q1,2013/2014,Provisional,05A,Q53,Y55,Non-Paying Adult,7624,18831,36720,1350,0,0,67,0,1,64593
Q1,2013/2014,Provisional,05A,Q53,Y55,Paying Adult,20318,31782,25812,2106,0,1.2,271,0,8,80298.2
Q1,2013/2014,Provisional,05C,Q54,Y55,Child,9907,11553,1764,572.4,0,0,0,0,6,23802.4
Q1,2013/2014,Provisional,05C,Q54,Y55,Non-Paying Adult,4652,13614,26988,1724.4,0,0,100,0,4,47082.4
Q1,2013/2014,Provisional,05C,Q54,Y55,Paying Adult,19253,28611,21744,2956.8,1.2,7.2,283,0,32,72888.2
Q1,2013/2014,Provisional,05D,Q60,Y55,Child,6201,5784,492,330,0,0,0,0,0,12807
Q1,2013/2014,Provisional,05D,Q60,Y55,Non-Paying Adult,2230,6693,6516,714,0,0,20,0,1,16174
Q1,2013/2014,Provisional,05D,Q60,Y55,Paying Adult,9303,12045,5328,1525.2,0,0,52,0,2,28255.2
Q1,2013/2014,Provisional,05F,Q53,Y55,Child,6341,6444,480,690,0,0,0,0,1,13956
Q1,2013/2014,Provisional,05F,Q53,Y55,Non-Paying Adult,2570,5643,5136,1620,0,0,26,0,0,14995
Q1,2013/2014,Provisional,05F,Q53,Y55,Paying Adult,10029,17079,7560,3718.8,0,6,183,0,2,38577.8
Q1,2013/2014,Provisional,05G,Q60,Y55,Child,8047,8037,768,430.8,0,0,0,0,0,17282.8
Q1,2013/2014,Provisional,05G,Q60,Y55,Non-Paying Adult,3054,8367,9780,985.2,0,0,22,0,2,22210.2
Q1,2013/2014,Provisional,05G,Q60,Y55,Paying Adult,14924,19542,10032,1845.6,0,1.2,85,0,7,46436.8
Q1,2013/2014,Provisional,05H,Q53,Y55,Child,7349,6873,648,351.6,0,0,0,0,0,15221.6
Q1,2013/2014,Provisional,05H,Q53,Y55,Non-Paying Adult,3791,8079,14364,1032,0,0,24,0,0,27290
Q1,2013/2014,Provisional,05H,Q53,Y55,Paying Adult,13686,15810,13896,1447.2,0,0,160,0,0,44999.2
Q1,2013/2014,Provisional,05J,Q53,Y55,Child,7138,6084,600,256.8,0,0,0,0,0,14078.8
Q1,2013/2014,Provisional,05J,Q53,Y55,Non-Paying Adult,2717,6972,9228,765.6,0,0,30,0,0,19712.6
Q1,2013/2014,Provisional,05J,Q53,Y55,Paying Adult,11262,15249,9684,1228.8,0,7.2,127,0,1,37559
Q1,2013/2014,Provisional,05L,Q54,Y55,Child,14349,23988,3348,1558.8,0,0,3,0,0,43246.8
Q1,2013/2014,Provisional,05L,Q54,Y55,Non-Paying Adult,9113,36714,77124,6309.6,0,0,196,0,0,129456.6
Q1,2013/2014,Provisional,05L,Q54,Y55,Paying Adult,15205,29661,22260,2607.6,6,2.4,392,0,5,70139
Q1,2013/2014,Provisional,05N,Q60,Y55,Child,11690,9462,804,837.6,0,0,1,0,1,22795.6
Q1,2013/2014,Provisional,05N,Q60,Y55,Non-Paying Adult,4108,10599,8700,1477.2,0,1.2,44,0,1,24930.4
Q1,2013/2014,Provisional,05N,Q60,Y55,Paying Adult,18081,27549,13692,4039.2,0,9.6,327,0,5,63702.8
Q1,2013/2014,Provisional,05P,Q54,Y55,Child,7144,6681,600,612,0,0,1,0,0,15038
Q1,2013/2014,Provisional,05P,Q54,Y55,Non-Paying Adult,2647,7695,9804,1624.8,0,1.2,49,0,4,21825
Q1,2013/2014,Provisional,05P,Q54,Y55,Paying Adult,10291,14139,9060,2168.4,8.4,10.8,137,0,6,35820.6
Q1,2013/2014,Provisional,05Q,Q60,Y55,Child,9312,6996,1296,337.2,0,0,1,0,0,17942.2
Q1,2013/2014,Provisional,05Q,Q60,Y55,Non-Paying Adult,3711,8682,13140,963.6,1.2,0,39,0.75,1,26538.55
Q1,2013/2014,Provisional,05Q,Q60,Y55,Paying Adult,14584,20958,12972,1704,0,1.2,217,0.75,9,50445.95
Q1,2013/2014,Provisional,05R,Q53,Y55,Child,10897,6156,780,460.8,0,0,2,0,0,18295.8
Q1,2013/2014,Provisional,05R,Q53,Y55,Non-Paying Adult,3331,7419,8376,946.8,0,2.4,24,0,2,20101.2
Q1,2013/2014,Provisional,05R,Q53,Y55,Paying Adult,19316,26343,16692,2694,2.4,22.8,241,0,2,65313.2
Q1,2013/2014,Provisional,05T,Q53,Y55,Child,9956,9129,1080,614.4,0,0,1,0,0,20780.4
Q1,2013/2014,Provisional,05T,Q53,Y55,Non-Paying Adult,3618,10176,18324,1592.4,0,0,29,0,3,33742.4
Q1,2013/2014,Provisional,05T,Q53,Y55,Paying Adult,15668,26181,19164,2823.6,1.2,2.4,177,0,7,64024.2
Q1,2013/2014,Provisional,05V,Q60,Y55,Child,4041,4482,588,218.4,0,0,0,0,0,9329.4
Q1,2013/2014,Provisional,05V,Q60,Y55,Non-Paying Adult,1540,4440,4704,598.8,0,1.2,8,0,1,11293
Q1,2013/2014,Provisional,05V,Q60,Y55,Paying Adult,7629,12849,6336,906,0,1.2,120,0,2,27843.2
Q1,2013/2014,Provisional,05W,Q60,Y55,Child,10494,14058,900,1002,0,0,1,0,1,26456
Q1,2013/2014,Provisional,05W,Q60,Y55,Non-Paying Adult,5841,15168,17664,2426.4,0,0,36,0,2,41137.4
Q1,2013/2014,Provisional,05W,Q60,Y55,Paying Adult,15800,22356,12324,3085.2,1.2,4.8,135,0,2,53708.2
Q1,2013/2014,Provisional,05X,Q60,Y55,Child,7967,7758,972,828,0,0,2,0,0,17527
Q1,2013/2014,Provisional,05X,Q60,Y55,Non-Paying Adult,3364,9534,10080,1677.6,0,0,45,0,2,24702.6
Q1,2013/2014,Provisional,05X,Q60,Y55,Paying Adult,10976,14667,8220,2263.2,0,0,122,0,8,36256.2
Q1,2013/2014,Provisional,05Y,Q54,Y55,Child,8832,9615,1140,805.2,0,0,3,0,1,20396.2
Q1,2013/2014,Provisional,05Y,Q54,Y55,Non-Paying Adult,4474,14763,27144,1636.8,1.2,0,74,0,2,48095
Q1,2013/2014,Provisional,05Y,Q54,Y55,Paying Adult,9465,16581,12624,1606.8,0,2.4,182,0,3,40464.2
Q1,2013/2014,Provisional,06A,Q54,Y55,Child,8438,10926,1200,747.6,0,0,0,0,0,21311.6
Q1,2013/2014,Provisional,06A,Q54,Y55,Non-Paying Adult,5193,16638,28908,2608.8,0,0,104,0,2,53453.8
Q1,2013/2014,Provisional,06A,Q54,Y55,Paying Adult,11161,17757,13992,1896,0,0,214,0,3,45023
Q1,2013/2014,Provisional,06D,Q53,Y55,Child,3197,2919,444,228,0,0,0,0,0,6788
Q1,2013/2014,Provisional,06D,Q53,Y55,Non-Paying Adult,1166,2709,3912,482.4,0,1.2,6,0,0,8276.6
Q1,2013/2014,Provisional,06D,Q53,Y55,Paying Adult,4411,6438,4788,810,0,3.6,54,0,1,16505.6
Q1,2013/2014,Provisional,06F,Q58,Y55,Child,15778,14538,1008,1172.4,0,0,0,0,0,32496.4
Q1,2013/2014,Provisional,06F,Q58,Y55,Non-Paying Adult,4426,13749,16644,2110.8,0,3.6,35,0,0,36968.4
Q1,2013/2014,Provisional,06F,Q58,Y55,Paying Adult,21941,36684,21264,4657.2,0,0,180,0,8,84734.2
Q1,2013/2014,Provisional,06H,Q56,Y55,Child,32303,31260,2784,2580,0,0,2,0,1,68930
Q1,2013/2014,Provisional,06H,Q56,Y55,Non-Paying Adult,11524,27873,34848,5238,1.2,1.2,78,0.75,6,79570.15
Q1,2013/2014,Provisional,06H,Q56,Y55,Paying Adult,45237,66342,34752,9866.4,2.4,20.4,321,0,63,156604.2
Q1,2013/2014,Provisional,06K,Q58,Y55,Child,22046,23640,2208,1422,1.2,0,0,0,1,49318.2
Q1,2013/2014,Provisional,06K,Q58,Y55,Non-Paying Adult,6692,18756,29796,2946,0,1.2,47,0,3,58241.2
Q1,2013/2014,Provisional,06K,Q58,Y55,Paying Adult,31950,54261,36708,6775.2,2.4,28.8,312,0,39,130076.4
Q1,2013/2014,Provisional,06L,Q56,Y55,Child,15674,12063,1092,988.8,0,0,1,0,0,29818.8
Q1,2013/2014,Provisional,06L,Q56,Y55,Non-Paying Adult,4753,13923,13944,2308.8,0,1.2,56,0,1,34987
Q1,2013/2014,Provisional,06L,Q56,Y55,Paying Adult,22671,38436,20448,4743.6,2.4,1.2,251,0,8,86561.2
Q1,2013/2014,Provisional,06M,Q56,Y55,Child,7179,8448,984,951.6,0,0,3,0,0,17565.6
Q1,2013/2014,Provisional,06M,Q56,Y55,Non-Paying Adult,4420,12921,13764,2616,1.2,3.6,80,0,9,33814.8
Q1,2013/2014,Provisional,06M,Q56,Y55,Paying Adult,17082,24282,16356,4658.4,0,31.2,490,0,42,62941.6
Q1,2013/2014,Provisional,06N,Q58,Y55,Child,23538,25140,2376,1653.6,0,0,2,0,0,52709.6
Q1,2013/2014,Provisional,06N,Q58,Y55,Non-Paying Adult,6510,19740,31116,3009.6,0,0,50,0,3,60428.6
Q1,2013/2014,Provisional,06N,Q58,Y55,Paying Adult,30361,47721,36684,6823.2,0,7.2,195,0,11,121802.4
Q1,2013/2014,Provisional,06P,Q58,Y55,Child,6161,11226,696,501.6,0,0,0,0,0,18584.6
Q1,2013/2014,Provisional,06P,Q58,Y55,Non-Paying Adult,2928,12858,16584,1519.2,0,0,23,0,0,33912.2
Q1,2013/2014,Provisional,06P,Q58,Y55,Paying Adult,6725,13377,8268,1350,2.4,0,26,0,3,29751.4
Q1,2013/2014,Provisional,06Q,Q57,Y55,Child,14259,12297,1512,979.2,0,0,0,0.75,0,29047.95
Q1,2013/2014,Provisional,06Q,Q57,Y55,Non-Paying Adult,4323,12366,18240,1813.2,0,0,42,0,5,36789.2
Q1,2013/2014,Provisional,06Q,Q57,Y55,Paying Adult,25332,40653,27828,5260.8,0,19.2,224,0,22,99339
Q1,2013/2014,Provisional,06T,Q57,Y55,Child,11213,10764,2004,830.4,0,0,1,0,0,24812.4
Q1,2013/2014,Provisional,06T,Q57,Y55,Non-Paying Adult,5039,13047,26004,2505.6,0,0,52,0,2,46649.6
Q1,2013/2014,Provisional,06T,Q57,Y55,Paying Adult,17778,31179,21396,4378.8,1.2,2.4,183,0,7,74925.4
Q1,2013/2014,Provisional,06V,Q56,Y55,Child,4477,4254,324,344.4,0,0,0,0,0,9399.4
Q1,2013/2014,Provisional,06V,Q56,Y55,Non-Paying Adult,2182,5727,7056,847.2,0,0,38,0,1,15851.2
Q1,2013/2014,Provisional,06V,Q56,Y55,Paying Adult,10650,15540,10416,2223.6,0,1.2,129,0,2,38961.8
Q1,2013/2014,Provisional,06W,Q56,Y55,Child,9094,8631,648,873.6,0,0,1,0,0,19247.6
Q1,2013/2014,Provisional,06W,Q56,Y55,Non-Paying Adult,4677,11514,11592,2250,0,0,48,0,1,30082
Q1,2013/2014,Provisional,06W,Q56,Y55,Paying Adult,19613,26691,12372,4897.2,0,7.2,223,0,8,63811.4
Q1,2013/2014,Provisional,06Y,Q56,Y55,Child,8376,7050,552,502.8,0,0,1,0,0,16481.8
Q1,2013/2014,Provisional,06Y,Q56,Y55,Non-Paying Adult,3295,8028,8592,1252.8,0,0,49,0,2,21218.8
Q1,2013/2014,Provisional,06Y,Q56,Y55,Paying Adult,16757,24405,14436,3194.4,1.2,10.8,261,0,6,59071.4
Q1,2013/2014,Provisional,07G,Q57,Y55,Child,4113,5502,480,362.4,0,0,0,0,0,10457.4
Q1,2013/2014,Provisional,07G,Q57,Y55,Non-Paying Adult,1644,5433,9192,1014,0,0,9,0,2,17294
Q1,2013/2014,Provisional,07G,Q57,Y55,Paying Adult,4270,8499,8220,1273.2,0,0,40,0,3,22305.2
Q1,2013/2014,Provisional,07H,Q57,Y55,Child,7988,9774,1008,484.8,0,0,0,0,0,19254.8
Q1,2013/2014,Provisional,07H,Q57,Y55,Non-Paying Adult,2528,9111,13224,1054.8,0,0,29,0,0,25946.8
Q1,2013/2014,Provisional,07H,Q57,Y55,Paying Adult,12523,21471,14820,2571.6,1.2,1.2,192,0,5,51585
Q1,2013/2014,Provisional,07J,Q56,Y55,Child,3618,4704,384,344.4,0,0,0,0,0,9050.4
Q1,2013/2014,Provisional,07J,Q56,Y55,Non-Paying Adult,1909,5460,6996,993.6,0,0,13,0,1,15372.6
Q1,2013/2014,Provisional,07J,Q56,Y55,Paying Adult,6642,13752,7032,1710,1.2,0,71,0,1,29209.2
Q1,2013/2014,Provisional,07K,Q56,Y55,Child,9105,7512,744,559.2,0,1.2,0,0,0,17921.4
Q1,2013/2014,Provisional,07K,Q56,Y55,Non-Paying Adult,3160,6783,9984,1081.2,0,0,25,0,2,21035.2
Q1,2013/2014,Provisional,07K,Q56,Y55,Paying Adult,14545,22731,14952,2830.8,0,0,158,0,10,55226.8
Q1,2013/2014,Provisional,07L,Q71,Y56,Child,4954,11298,1620,435.6,0,0,0,0,0,18307.6
Q1,2013/2014,Provisional,07L,Q71,Y56,Non-Paying Adult,2593,12684,20376,1394.4,0,3.6,20,0,0,37071
Q1,2013/2014,Provisional,07L,Q71,Y56,Paying Adult,4033,13131,11664,1053.6,0,1.2,125,0,1,30008.8
Q1,2013/2014,Provisional,07M,Q71,Y56,Child,9124,11358,1008,710.4,0,0,0,0,0,22200.4
Q1,2013/2014,Provisional,07M,Q71,Y56,Non-Paying Adult,3647,12195,22872,1900.8,0,0,32,0,2,40648.8
Q1,2013/2014,Provisional,07M,Q71,Y56,Paying Adult,8084,14073,11148,2322,20.4,33.6,102,0,9,35792
Q1,2013/2014,Provisional,07N,Q71,Y56,Child,6387,7887,1152,406.8,0,0,0,0,1,15833.8
Q1,2013/2014,Provisional,07N,Q71,Y56,Non-Paying Adult,1880,6591,12540,932.4,1.2,0,11,0,1,21956.6
Q1,2013/2014,Provisional,07N,Q71,Y56,Paying Adult,7404,14082,13404,1555.2,1.2,3.6,74,0,5,36529
Q1,2013/2014,Provisional,07P,Q71,Y56,Child,7006,15987,2148,964.8,0,0,0,0,0,26105.8
Q1,2013/2014,Provisional,07P,Q71,Y56,Non-Paying Adult,3804,21177,40188,3032.4,0,3.6,56,0,4,68265
Q1,2013/2014,Provisional,07P,Q71,Y56,Paying Adult,6731,17019,12780,2238,4.8,12,131,0,3,38918.8
Q1,2013/2014,Provisional,07Q,Q71,Y56,Child,10339,11334,936,885.6,0,0,0,0,0,23494.6
Q1,2013/2014,Provisional,07Q,Q71,Y56,Non-Paying Adult,2676,10539,16224,2194.8,2.4,7.2,52,0,2,31697.4
Q1,2013/2014,Provisional,07Q,Q71,Y56,Paying Adult,7486,16164,12732,2630.4,8.4,63.6,158,0,25,39267.4
Q1,2013/2014,Provisional,07R,Q71,Y56,Child,4488,7551,1224,616.8,0,0,0,0,0,13879.8
Q1,2013/2014,Provisional,07R,Q71,Y56,Non-Paying Adult,2383,10713,30216,2342.4,0,0,16,0,0,45670.4
Q1,2013/2014,Provisional,07R,Q71,Y56,Paying Adult,6616,11094,10716,2590.8,0,1.2,40,0,1,31059
Q1,2013/2014,Provisional,07T,Q71,Y56,Child,3274,7023,864,1124.4,0,0,0,0,0,12285.4
Q1,2013/2014,Provisional,07T,Q71,Y56,Non-Paying Adult,2430,11241,27012,3534,0,3.6,58,0,3,44281.6
Q1,2013/2014,Provisional,07T,Q71,Y56,Paying Adult,3436,7122,6348,2799.6,1.2,1.2,38,0,2,19748
Q1,2013/2014,Provisional,07V,Q71,Y56,Child,10309,15387,1968,1034.4,0,0,1,0,0,28699.4
Q1,2013/2014,Provisional,07V,Q71,Y56,Non-Paying Adult,4379,15906,31800,3271.2,0,0,41,0,0,55397.2
Q1,2013/2014,Provisional,07V,Q71,Y56,Paying Adult,10577,20292,19572,3609.6,0,4.8,106,0,1,54162.4
Q1,2013/2014,Provisional,07W,Q71,Y56,Child,9554,17190,1668,961.2,0,0,0,0,0,29373.2
Q1,2013/2014,Provisional,07W,Q71,Y56,Non-Paying Adult,4425,20784,35520,2980.8,0,7.2,36,0,1,63754
Q1,2013/2014,Provisional,07W,Q71,Y56,Paying Adult,10345,22419,16716,2940,0,10.8,111,0,4,52545.8
Q1,2013/2014,Provisional,07X,Q71,Y56,Child,9083,14286,1176,753.6,1.2,1.2,0,0,12,25313
Q1,2013/2014,Provisional,07X,Q71,Y56,Non-Paying Adult,3876,16206,28224,2197.2,1.2,1.2,46,0,4,50555.6
Q1,2013/2014,Provisional,07X,Q71,Y56,Paying Adult,8329,15516,14208,1833.6,1.2,13.2,84,0,6,39991
Q1,2013/2014,Provisional,07Y,Q71,Y56,Child,7337,12624,1512,874.8,0,0,0,0,0,22347.8
Q1,2013/2014,Provisional,07Y,Q71,Y56,Non-Paying Adult,2943,13062,23052,2388,0,1.2,36,0,1,41483.2
Q1,2013/2014,Provisional,07Y,Q71,Y56,Paying Adult,7693,17466,14448,2665.2,0,3.6,101,0,5,42381.8
Q1,2013/2014,Provisional,08A,Q71,Y56,Child,8153,12903,1320,766.8,0,0,0,0,1,23143.8
Q1,2013/2014,Provisional,08A,Q71,Y56,Non-Paying Adult,3510,17160,23892,2391.6,1.2,6,41,0,5,47006.8
Q1,2013/2014,Provisional,08A,Q71,Y56,Paying Adult,7449,16986,13392,2062.8,0,8.4,82,0,12,39992.2
Q1,2013/2014,Provisional,08C,Q71,Y56,Child,3150,6438,960,452.4,1.2,0,0,0,1,11002.6
Q1,2013/2014,Provisional,08C,Q71,Y56,Non-Paying Adult,1926,10188,24516,1909.2,0,2.4,20,0,0,38561.6
Q1,2013/2014,Provisional,08C,Q71,Y56,Paying Adult,4788,9462,10512,1981.2,0,1.2,31,0,3,26778.4
Q1,2013/2014,Provisional,08D,Q71,Y56,Child,7758,14169,1536,780,0,0,0,0,1,24244
Q1,2013/2014,Provisional,08D,Q71,Y56,Non-Paying Adult,4786,21792,40584,2786.4,0,13.2,99,0,5,70065.6
Q1,2013/2014,Provisional,08D,Q71,Y56,Paying Adult,6182,12396,11712,1636.8,7.2,67.2,103,0,4,32108.2
Q1,2013/2014,Provisional,08E,Q71,Y56,Child,6314,9663,828,710.4,0,0,0,0,1,17516.4
Q1,2013/2014,Provisional,08E,Q71,Y56,Non-Paying Adult,2580,9615,16212,1671.6,1.2,6,40,0,2,30127.8
Q1,2013/2014,Provisional,08E,Q71,Y56,Paying Adult,7612,12543,9480,2188.8,1.2,38.4,82,0,1,31946.4
Q1,2013/2014,Provisional,08F,Q71,Y56,Child,6702,9315,888,506.4,0,0,1,0,0,17412.4
Q1,2013/2014,Provisional,08F,Q71,Y56,Non-Paying Adult,2384,8613,11124,1030.8,0,1.2,23,0.75,0,23176.75
Q1,2013/2014,Provisional,08F,Q71,Y56,Paying Adult,10783,19749,17724,2208,0,1.2,132,0,0,50597.2
Q1,2013/2014,Provisional,08G,Q71,Y56,Child,7934,10071,864,528,0,0,0,0,0,19397
Q1,2013/2014,Provisional,08G,Q71,Y56,Non-Paying Adult,2610,8856,12972,1012.8,0,0,29,0,0,25479.8
Q1,2013/2014,Provisional,08G,Q71,Y56,Paying Adult,8601,15870,10464,1710,0,2.4,97,0,3,36747.4
Q1,2013/2014,Provisional,08H,Q71,Y56,Child,3219,5829,816,319.2,0,0,0,0,0,10183.2
Q1,2013/2014,Provisional,08H,Q71,Y56,Non-Paying Adult,2224,9357,25068,1488,0,0,26,0,2,38165
Q1,2013/2014,Provisional,08H,Q71,Y56,Paying Adult,5345,7953,8760,1160.4,0,1.2,60,0,6,23285.6
Q1,2013/2014,Provisional,08J,Q71,Y56,Child,5840,6573,696,442.8,1.2,0,0,0,0,13553
Q1,2013/2014,Provisional,08J,Q71,Y56,Non-Paying Adult,1600,5148,9336,1098,0,0,18,0,0,17200
Q1,2013/2014,Provisional,08J,Q71,Y56,Paying Adult,6999,10470,10224,2197.2,0,0,41,0,1,29932.2
Q1,2013/2014,Provisional,08K,Q71,Y56,Child,5422,11013,1668,825.6,0,0,0,0,0,18928.6
Q1,2013/2014,Provisional,08K,Q71,Y56,Non-Paying Adult,2898,16113,41604,3088.8,0,0,40,0,2,63745.8
Q1,2013/2014,Provisional,08K,Q71,Y56,Paying Adult,7101,16581,15492,6958.8,0,2.4,76,0.75,1,46212.95
Q1,2013/2014,Provisional,08L,Q71,Y56,Child,6534,11202,2028,637.2,0,0,0,0,1,20402.2
Q1,2013/2014,Provisional,08L,Q71,Y56,Non-Paying Adult,3632,16281,38088,2661.6,1.2,0,42,0,0,60705.8
Q1,2013/2014,Provisional,08L,Q71,Y56,Paying Adult,8018,17916,16788,2685.6,3.6,7.2,67,0,3,45488.4
Q1,2013/2014,Provisional,08M,Q71,Y56,Child,6082,17748,1548,1035.6,0,0,0,0,0,26413.6
Q1,2013/2014,Provisional,08M,Q71,Y56,Non-Paying Adult,3612,22851,33816,3504,0,7.2,53,0,2,63845.2
Q1,2013/2014,Provisional,08M,Q71,Y56,Paying Adult,3385,12180,7776,1268.4,0,2.4,34,0,2,24647.8
Q1,2013/2014,Provisional,08N,Q71,Y56,Child,8620,17133,1404,976.8,0,0,0,0,1,28134.8
Q1,2013/2014,Provisional,08N,Q71,Y56,Non-Paying Adult,3685,17274,23400,2584.8,0,1.2,37,0,2,46984
Q1,2013/2014,Provisional,08N,Q71,Y56,Paying Adult,9331,18450,13608,2937.6,4.8,7.2,106,0,11,44455.6
Q1,2013/2014,Provisional,08P,Q71,Y56,Child,5486,5076,528,348,0,0,0,0,0,11438
Q1,2013/2014,Provisional,08P,Q71,Y56,Non-Paying Adult,1303,3498,7476,763.2,0,0,6,0,0,13046.2
Q1,2013/2014,Provisional,08P,Q71,Y56,Paying Adult,5522,6915,7020,1584,1.2,0,30,0,4,21076.2
Q1,2013/2014,Provisional,08Q,Q71,Y56,Child,5937,11331,1896,574.8,0,0,0,0,0,19738.8
Q1,2013/2014,Provisional,08Q,Q71,Y56,Non-Paying Adult,2765,14391,45516,1983.6,0,1.2,51,0,1,64708.8
Q1,2013/2014,Provisional,08Q,Q71,Y56,Paying Adult,7104,15204,17016,1612.8,0,12,75,0,4,41027.8
Q1,2013/2014,Provisional,08R,Q71,Y56,Child,4103,6576,708,252,0,0,0,0,0,11639
Q1,2013/2014,Provisional,08R,Q71,Y56,Non-Paying Adult,4383,8046,15900,1047.6,0,1.2,35,0,0,29412.8
Q1,2013/2014,Provisional,08R,Q71,Y56,Paying Adult,4748,9816,8016,1134,0,9.6,70,0,1,23794.6
Q1,2013/2014,Provisional,08T,Q71,Y56,Child,6909,7731,528,495.6,0,0,0,0,0,15663.6
Q1,2013/2014,Provisional,08T,Q71,Y56,Non-Paying Adult,2015,6072,8016,1084.8,0,1.2,13,0,1,17203
Q1,2013/2014,Provisional,08T,Q71,Y56,Paying Adult,6844,13539,10188,1752,0,2.4,48,0,0,32373.4
Q1,2013/2014,Provisional,08V,Q71,Y56,Child,3910,9768,924,616.8,0,0,0,0,0,15218.8
Q1,2013/2014,Provisional,08V,Q71,Y56,Non-Paying Adult,3118,16596,26280,2467.2,0,2.4,30,0,4,48497.6
Q1,2013/2014,Provisional,08V,Q71,Y56,Paying Adult,4481,9759,6972,1446,0,0,21,0,1,22680
